Name,Description,Image,Token ID,Volume (ml),Vintage,Recorked,Authentication Code,Rating 1,Rating 2,Rating 3,URL
Domaine de la Romanée-Conti Romanée-Conti 2010,One of the top scoring vintages. 'Marvelously fine and intense. Really quite excellent.' - Decanter.com,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/58.png,57,750,2010,No,1012,Decanter - 100/100,Jancis Robinson - 19.5/20,Vinous - 98+/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/57
Domaine de la Romanée-Conti Romanée-Conti 2010,One of the top scoring vintages. 'Marvelously fine and intense. Really quite excellent.' - Decanter.com,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/59.png,58,750,2010,No,1013,Decanter - 100/100,Jancis Robinson - 19.5/20,Vinous - 98+/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/58
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2001,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/60.png,59,750,2001,No,1920,Jancis Robinson - 18/20,Vinous - 94+/100,,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/59
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2002,One of the best vintages for Romanée-Saint-Vivant.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/61.png,60,750,2002,No,1242,Vinous - 95+/100,Wine Advocate - 95/100,,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/60
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/62.png,61,750,2006,No,1921,Vinous - 95/100,Wine Advocate - 95/100,Decanter -  91/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/61
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2010,One of the best vintages for Romanée-Saint-Vivant.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/63.png,62,750,2010,No,1240,Jancis Robinson - 19/20,Wine Advocate - 95-97/100,Vinous - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/62
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2010,One of the best vintages for Romanée-Saint-Vivant.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/64.png,63,750,2010,No,1241,Jancis Robinson - 19/20,Wine Advocate - 95-97/100,Vinous - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/63
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2013,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/65.png,64,750,2013,No,1923,Jancis Robinson - 19/20,Decanter - 95/100,Vinous - 94+/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/64
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/66.png,65,750,2014,No,2547,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/65
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/67.png,66,750,2014,No,2548,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/66
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/68.png,67,750,2014,No,2549,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/67
