Name,Description,Image,Token ID,Volume (ml),Vintage,Recorked,Authentication Code,Rating 1,Rating 2,Rating 3,URL
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/69.png,68,750,2014,No,2550,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/68
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/70.png,69,750,2014,No,2551,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/69
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/71.png,70,750,2014,No,2554,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/70
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/72.png,71,750,2014,No,2406,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/71
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/73.png,72,750,2014,No,2407,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/72
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/74.png,73,750,2014,No,2408,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/73
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/75.png,74,750,2014,No,2409,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/74
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/76.png,75,750,2014,No,2410,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/75
Domaine de la Romanée-Conti Romanée-Saint-Vivant 2014,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/77.png,76,750,2014,No,2411,Decanter - 96/100,Jancis Robinson - 18.5/20,Wine Advocate - 95/100,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/76
Domaine de la Romanée-Conti Vosne-Romanée 1er Cru 'Cuvée Duvault-Blochet' 2008,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/78.png,77,750,2008,No,2388,Vinous - 91/100,Wine Advocate - 91/100,,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/77
Domaine de la Romanée-Conti Vosne-Romanée 1er Cru 'Cuvée Duvault-Blochet' 2008,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/79.png,78,750,2008,No,2389,Vinous - 91/100,Wine Advocate - 91/100,,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/78
Domaine de la Romanée-Conti Vosne-Romanée 1er Cru 'Cuvée Duvault-Blochet' 2008,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Romanee/images/80.png,79,750,2008,No,2390,Vinous - 91/100,Wine Advocate - 91/100,,https://opensea.io/assets/matic/0xedE4662aEAB7FB9aC316476643cc836A171A12B0/79
