Name,Description,Image,Token ID,Volume (ml),Vintage,Recorked,Authentication Code,Rating 1,Rating 2,Rating 3,URL
Château d'Yquem Sauternes 1999,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/115.png,114,375,1999,No,90,Jancis Robinson - 17.5/20,Wine Advocate - 92/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/114
Château d'Yquem Sauternes 1999,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/116.png,115,375,1999,No,84,Jancis Robinson - 17.5/20,Wine Advocate - 92/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/115
Château d'Yquem Sauternes 1999,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/117.png,116,375,1999,No,80,Jancis Robinson - 17.5/20,Wine Advocate - 92/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/116
Château d'Yquem Sauternes 1999,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/118.png,117,375,1999,No,89,Jancis Robinson - 17.5/20,Wine Advocate - 92/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/117
Château d'Yquem Sauternes 1999,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/119.png,118,375,1999,No,87,Jancis Robinson - 17.5/20,Wine Advocate - 92/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/118
Château d'Yquem Sauternes 1999,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/120.png,119,375,1999,No,86,Jancis Robinson - 17.5/20,Wine Advocate - 92/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/119
Château d'Yquem Sauternes 1999,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/121.png,120,375,1999,No,83,Jancis Robinson - 17.5/20,Wine Advocate - 92/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/120
Château d'Yquem Sauternes 1999,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/122.png,121,375,1999,No,85,Jancis Robinson - 17.5/20,Wine Advocate - 92/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/121
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/123.png,122,375,2000,No,70,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/122
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/124.png,123,375,2000,No,71,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/123
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/125.png,124,375,2000,No,74,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/124
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/126.png,125,375,2000,No,76,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/125
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/127.png,126,375,2000,No,77,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/126
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/128.png,127,375,2000,No,67,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/127
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/129.png,128,375,2000,No,75,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/128
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/130.png,129,375,2000,No,73,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/129
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/131.png,130,375,2000,No,72,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/130
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/132.png,131,375,2000,No,69,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/131
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/133.png,132,375,2000,No,68,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/132
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/134.png,133,375,2000,No,78,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/133
Château d'Yquem Sauternes 2000,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/135.png,134,750,2000,No,455,Jancis Robinson - 17/20,Decanter - 96/100,Wine Advocate - 90/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/134
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/136.png,135,750,2001,No,127,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/135
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/137.png,136,750,2001,No,129,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/136
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/138.png,137,750,2001,No,128,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/137
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/139.png,138,750,2001,No,131,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/138
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/140.png,139,750,2001,No,132,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/139
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/141.png,140,750,2001,No,130,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/140
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/142.png,141,750,2001,No,22,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/141
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/143.png,142,750,2001,No,20,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/142
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/144.png,143,750,2001,No,24,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/143
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/145.png,144,750,2001,No,23,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/144
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/146.png,145,750,2001,No,21,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/145
Château d'Yquem Sauternes 2001,This benchmark vintage scored 100 Parker points.,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/147.png,146,750,2001,No,19,Wine Advocate - 100/100,Wine Spectator - 100/100,Jancis Robinson - 20/20,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/146
Château d'Yquem Sauternes 2002,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/148.png,147,750,2002,No,233,Wine Spectator - 100/100,Jancis Robinson - 18/20,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/147
Château d'Yquem Sauternes 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/149.png,148,750,2006,No,28,Wine Advocate - 95+/100,Jancis Robinson - 19/20,Wine Enthusiast - 94-96/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/148
Château d'Yquem Sauternes 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/150.png,149,750,2006,No,27,Wine Advocate - 95+/100,Jancis Robinson - 19/20,Wine Enthusiast - 94-96/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/149
Château d'Yquem Sauternes 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/151.png,150,750,2006,No,30,Wine Advocate - 95+/100,Jancis Robinson - 19/20,Wine Enthusiast - 94-96/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/150
Château d'Yquem Sauternes 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/152.png,151,750,2006,No,36,Wine Advocate - 95+/100,Jancis Robinson - 19/20,Wine Enthusiast - 94-96/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/151
Château d'Yquem Sauternes 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/153.png,152,750,2006,No,29,Wine Advocate - 95+/100,Jancis Robinson - 19/20,Wine Enthusiast - 94-96/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/152
Château d'Yquem Sauternes 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/154.png,153,750,2006,No,35,Wine Advocate - 95+/100,Jancis Robinson - 19/20,Wine Enthusiast - 94-96/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/153
Château d'Yquem Sauternes 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/155.png,154,750,2006,No,34,Wine Advocate - 95+/100,Jancis Robinson - 19/20,Wine Enthusiast - 94-96/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/154
Château d'Yquem Sauternes 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/156.png,155,750,2006,No,31,Wine Advocate - 95+/100,Jancis Robinson - 19/20,Wine Enthusiast - 94-96/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/155
Château d'Yquem Sauternes 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/157.png,156,750,2006,No,33,Wine Advocate - 95+/100,Jancis Robinson - 19/20,Wine Enthusiast - 94-96/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/156
Château d'Yquem Sauternes 2006,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/158.png,157,750,2006,No,32,Wine Advocate - 95+/100,Jancis Robinson - 19/20,Wine Enthusiast - 94-96/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/157
Château d'Yquem Sauternes 2007,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/159.png,158,750,2007,No,395,Wine Advocate - 98+/100,Jancis Robinson - 19/20,Decanter - 97/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/158
Château d'Yquem Sauternes 2007,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/160.png,159,750,2007,No,232,Wine Advocate - 98+/100,Jancis Robinson - 19/20,Decanter - 97/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/159
Château d'Yquem Sauternes 2007,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/161.png,160,750,2007,No,231,Wine Advocate - 98+/100,Jancis Robinson - 19/20,Decanter - 97/100,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/160
Château d'Yquem Sauternes 2008,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/162.png,161,750,2008,No,393,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/161
Château d'Yquem Sauternes 2008,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/163.png,162,750,2008,No,391,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/162
Château d'Yquem Sauternes 2008,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/164.png,163,750,2008,No,392,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/163
Château d'Yquem Sauternes 2008,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/165.png,164,750,2008,No,390,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/164
Château d'Yquem Sauternes 2008,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/166.png,165,750,2008,No,394,Wine Advocate - 95/100,Jancis Robinson - 18.5/20,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/165
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/167.png,166,375,2010,No,7,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/166
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/168.png,167,375,2010,No,8,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/167
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/169.png,168,375,2010,No,9,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/168
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/170.png,169,375,2010,No,10,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/169
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/171.png,170,375,2010,No,11,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/170
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/172.png,171,375,2010,No,12,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/171
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/173.png,172,375,2010,No,13,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/172
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/174.png,173,375,2010,No,14,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/173
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/175.png,174,375,2010,No,15,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/174
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/176.png,175,375,2010,No,16,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/175
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/177.png,176,375,2010,No,17,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/176
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/178.png,177,375,2010,No,18,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/177
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/179.png,178,750,2010,No,49,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/178
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/180.png,179,750,2010,No,50,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/179
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/181.png,180,750,2010,No,51,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/180
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/182.png,181,750,2010,No,52,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/181
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/183.png,182,750,2010,No,53,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/182
Château d'Yquem Sauternes 2010,,https://ipfs.fanfire.ai/ipfs/QmV7WGPHwSYYHcM6pUocKmVTi3BZBZVi61tkAoF8iGNS5e/Yquem/images/184.png,183,750,2010,No,54,Wine Advocate - 98/100,Wine Spectator - 97/100,,https://opensea.io/assets/matic/0x6058ee21b093EE36333Aee29996aE9f967bc52Eb/183
